name,calories,proteins,fat,carbohydrate,porsi saji,Kalium,Fosfor,Natrium,status HD,kategori klinis,cairan
Kacang mete/biji jambu monyet goreng,629.0,20.4,56.3,19.8,100g,620.2,380.3,19.5,Hindari,Tinggi Kalium & Tinggi Fosfor,2.0
Kacang mete/biji jambu monyet segar,616.0,16.3,48.4,28.7,100g,597.8,306.3,17.6,Hindari,Tinggi Kalium & Tinggi Fosfor,5.1
Kacang negara,480.0,18.4,19.1,58.5,100g,608.9,366.9,13.4,Hindari,Tinggi Kalium & Tinggi Fosfor,2.5
Kacang Panjang,44.0,2.7,0.3,7.8,100g,475.1,255.8,11.9,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.7
Kacang Panjang biji,357.0,17.3,1.5,70.0,100g,603.2,343.8,9.5,Hindari,Tinggi Kalium & Tinggi Fosfor,9.7
Kacang Panjang kukus,39.0,3.0,0.6,7.6,100g,434.3,256.9,18.8,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.3
Kacang Panjang tumis,150.0,2.5,12.5,7.0,100g,457.8,250.9,17.1,Hindari,Tinggi Kalium & Tinggi Fosfor,76.5
Kacang ranti polong,37.0,3.1,0.2,7.9,100g,435.0,251.3,18.2,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.3
Kacang sukro,484.0,8.8,26.1,57.7,30g,526.9,445.0,710.0,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,5.9
Kacang Sukro Putih ,488.0,25.6,25.6,59.6,30g,675.3,504.7,575.0,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,0.0
Kacang Tanah atom,535.0,27.8,38.1,28.8,100g,694.4,430.5,13.8,Hindari,Tinggi Kalium & Tinggi Fosfor,3.8
Kacang tanah goreng,564.0,25.5,44.4,25.5,100g,627.7,427.2,15.0,Hindari,Tinggi Kalium & Tinggi Fosfor,3.1
Kacang Tanah kacang sari,561.0,25.5,43.8,26.0,100g,654.6,433.9,18.8,Hindari,Tinggi Kalium & Tinggi Fosfor,3.2
Kacang tanah kering,525.0,27.9,42.7,17.4,100g,658.8,431.8,11.9,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Kacang Tanah Rebus ,385.0,14.0,31.0,13.0,100g,536.5,344.4,14.2,Hindari,Tinggi Kalium & Tinggi Fosfor,40.5
Kacang Tanah rebus berkulit,360.0,13.5,31.2,12.8,100g,548.4,297.9,17.5,Hindari,Tinggi Kalium & Tinggi Fosfor,41.0
Kacang Tanah rempeyek,513.0,17.5,32.5,44.3,100g,564.0,360.9,16.1,Hindari,Tinggi Kalium & Tinggi Fosfor,4.2
Kacang Tanah sangan berselaput,569.0,28.8,48.4,15.8,100g,742.0,430.8,2.9,Hindari,Tinggi Kalium & Tinggi Fosfor,5.5
Kacang tanah sangan tanpa selaput,559.0,26.9,44.2,23.6,100g,693.6,462.2,20.0,Hindari,Tinggi Kalium & Tinggi Fosfor,3.8
Kacang tanah sari,561.0,25.5,43.8,26.0,100g,680.2,416.6,18.2,Hindari,Tinggi Kalium & Tinggi Fosfor,3.2
Kacang Telur ,748.0,20.8,20.8,124.8,100g,603.7,393.5,17.0,Hindari,Tinggi Kalium & Tinggi Fosfor,0.0
Kacang tolo / tunggak kering,331.0,24.4,1.9,56.6,100g,690.5,456.6,16.6,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Kacang tolo rebus,138.0,10.7,1.1,22.6,100g,514.3,305.2,7.9,Hindari,Tinggi Kalium & Tinggi Fosfor,64.1
Kacang Tunggak (tolo),342.0,22.9,1.4,61.6,100g,631.6,397.1,12.9,Hindari,Tinggi Kalium & Tinggi Fosfor,12.6
Kacang Tunggak rebus,138.0,10.7,1.1,22.6,100g,530.8,293.3,19.5,Hindari,Tinggi Kalium & Tinggi Fosfor,64.1
Kacang Tunggak rempeyek,451.0,11.2,20.2,59.7,100g,532.0,309.5,13.7,Hindari,Tinggi Kalium & Tinggi Fosfor,7.4
Kacang tunis kering,351.0,12.2,1.2,72.9,100g,545.9,330.0,11.5,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Kacang uci kering,358.0,23.4,2.4,60.6,100g,637.5,402.6,9.6,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Kacang urei kering,354.0,12.8,1.8,69.3,100g,527.5,315.3,18.5,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Kadada katembe,110.0,4.5,6.9,7.1,100g,65.7,56.8,15.4,Batasi,Rendah Kalium,80.0
Kaholeo masakan,413.0,28.7,19.8,29.8,100g,156.3,167.3,11.6,Batasi,Normal / Seimbang,20.2
Kakap,92.0,20.0,0.7,0.0,100g,117.1,120.3,2.2,Batasi,Normal / Seimbang,77.8
Kalakai,66.0,2.8,6.8,3.4,100g,55.1,59.0,15.7,Batasi,Rendah Kalium & Tinggi Cairan,85.5
Kalio jeroan masakan,163.0,16.5,9.0,4.1,100g,112.1,119.1,12.4,Batasi,Normal / Seimbang,68.9
Kalio kikil (tunjang) masakan,122.0,13.8,5.7,3.9,100g,96.4,92.2,10.7,Batasi,Rendah Kalium,75.1
Kalio otak masakan,157.0,8.1,8.8,11.4,100g,82.8,81.1,11.4,Aman,Rendah Kalium,70.2
Kalio telur masakan,193.0,10.6,12.4,9.7,100g,309.3,229.5,69.8,Hindari,Tinggi Kalium & Tinggi Fosfor,65.8
Kambing daging segar,149.0,16.6,9.2,0.0,100g,322.4,246.9,60.6,Hindari,Tinggi Kalium & Tinggi Fosfor,72.7
Kambose,164.0,3.0,2.4,32.6,100g,58.8,44.4,11.4,Aman,Rendah Kalium,60.5
Kangkung,29.0,3.0,0.3,5.4,100g,131.0,44.3,8.7,Batasi,Tinggi Cairan,89.8
Kangkung kukus,30.0,3.2,0.7,4.7,100g,139.2,41.9,5.7,Batasi,Tinggi Cairan,89.9
Kangkung rebus,22.0,2.5,0.6,3.1,100g,146.2,35.9,9.3,Batasi,Tinggi Cairan,92.3
Kangkung tondano,43.0,1.8,0.2,8.4,100g,127.2,26.9,9.6,Batasi,Tinggi Cairan,88.1
Kangkung tumis,52.0,1.8,3.6,3.0,100g,138.1,29.5,6.3,Batasi,Tinggi Cairan,90.1
Kaparende sayur,38.0,2.4,2.0,2.6,100g,146.6,31.0,11.3,Batasi,Tinggi Cairan,91.5
Kapri Muda,42.0,3.3,0.2,9.6,100g,53.2,55.0,10.7,Batasi,Rendah Kalium & Tinggi Cairan,85.4
Kapurung,41.0,2.0,0.3,7.8,100g,59.9,39.6,11.3,Batasi,Rendah Kalium & Tinggi Cairan,88.4
Kapusa,158.0,4.4,3.2,27.8,100g,71.8,46.8,15.0,Aman,Rendah Kalium,63.1
Karawila,25.0,2.3,0.2,3.5,100g,50.3,43.5,8.0,Batasi,Rendah Kalium & Tinggi Cairan,92.5
Karedok ,146.7,5.9,5.9,19.7,100g,53.0,60.0,21.7,Aman,Rendah Kalium,67.0
Karedok sayur,92.0,2.2,3.3,14.1,100g,156.3,34.8,7.5,Batasi,Normal / Seimbang,78.9
Karoket ,292.0,11.2,11.2,2.8,100g,85.5,89.8,7.3,Aman,Rendah Kalium,73.3
Katak,73.0,16.4,0.3,0.0,100g,111.3,114.5,14.9,Batasi,Tinggi Cairan,81.8
Katul Beras,275.0,12.6,14.8,54.6,100g,114.4,91.9,14.7,Aman,Normal / Seimbang,16.5
Katul Jagung,356.0,9.0,8.5,64.5,100g,107.0,72.7,9.7,Aman,Normal / Seimbang,16.5
Kawista segar,120.0,3.5,2.5,20.8,100g,66.4,63.1,7.0,Aman,Rendah Kalium,71.7
Kecap,46.0,5.7,1.3,9.0,100g,56.8,178.1,683.0,Hindari,Rendah Kalium & Tinggi Natrium & Tinggi Cairan,82.5
Kecimpring singkong goreng,464.0,1.2,18.6,73.0,100g,485.8,36.4,4.8,Hindari,Tinggi Kalium,5.7
Kecipir biji,405.0,32.8,17.0,36.5,100g,727.3,480.9,8.4,Hindari,Tinggi Kalium & Tinggi Fosfor,12.2
Kecipir buah muda,35.0,2.9,0.2,0.8,100g,99.2,24.2,2.0,Batasi,Rendah Kalium & Tinggi Cairan,94.6
Kecipir muda segar,32.0,2.9,0.2,5.8,100g,105.9,15.5,1.5,Batasi,Tinggi Cairan,89.6
Kecombrang segar,34.0,0.9,1.0,6.7,100g,47.8,36.5,17.1,Batasi,Rendah Kalium & Tinggi Cairan,89.9
Kedondong segar ,47.0,0.5,0.2,10.4,100g,55.4,28.4,13.0,Batasi,Rendah Kalium & Tinggi Cairan,87.4
Keju,326.0,22.8,20.3,13.1,100g,369.9,540.4,889.2,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,42.3
Keju Kacang Tanah,590.0,27.0,49.0,20.9,100g,658.6,540.6,785.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,1.6
Kelapa hutan kering,623.0,2.0,52.1,36.5,100g,365.4,17.5,1.3,Hindari,Tinggi Kalium,7.9
Kelapa Muda air,17.0,0.2,0.1,3.8,100g,365.5,7.7,2.1,Hindari,Tinggi Kalium & Tinggi Cairan,94.4
Kelapa Muda daging,68.0,1.0,0.9,14.0,100g,306.0,157.6,63.5,Hindari,Tinggi Kalium & Tinggi Cairan,82.6
Kelapa Setengah Tua daging,180.0,4.0,15.0,10.0,100g,274.9,177.8,76.0,Batasi,Normal / Seimbang,69.5
Kelapa Tua daging,359.0,3.4,34.7,14.0,100g,234.5,193.9,53.6,Batasi,Normal / Seimbang,46.4
Kelepon ,214.0,5.4,5.4,40.2,100g,77.8,55.9,14.4,Aman,Rendah Kalium,47.5
Kelewih,111.0,1.5,0.3,27.2,100g,48.3,45.4,20.1,Aman,Rendah Kalium,69.5
Kelinci daging segar,142.0,16.9,7.8,0.0,100g,325.7,279.0,59.7,Hindari,Tinggi Kalium & Tinggi Fosfor,73.8
Kemang,48.0,1.0,0.2,11.9,100g,56.7,39.7,9.4,Batasi,Rendah Kalium & Tinggi Cairan,85.4
Kembang tahu,380.0,48.9,13.8,23.3,100g,921.2,638.3,14.2,Hindari,Tinggi Kalium & Tinggi Fosfor,12.5
Kembang Turi,44.0,1.8,0.6,9.6,100g,150.2,27.9,6.1,Batasi,Tinggi Cairan,86.5
Kemiri,636.0,19.0,63.0,8.0,100g,118.5,132.4,13.4,Batasi,Normal / Seimbang,8.5
Kenari,657.0,15.0,66.0,13.0,100g,100.2,102.5,7.0,Batasi,Normal / Seimbang,4.5
Kenari banda kering,616.0,13.9,56.2,13.7,100g,104.0,104.6,10.2,Batasi,Normal / Seimbang,8.0
Kentang,83.0,2.0,0.1,19.1,100g,382.6,35.1,7.1,Hindari,Tinggi Kalium,77.3
Kentang Hitam,142.0,0.9,0.4,33.7,100g,419.0,37.4,7.5,Hindari,Tinggi Kalium,63.5
Keong,64.0,12.0,1.0,2.0,100g,84.9,83.8,15.0,Batasi,Rendah Kalium & Tinggi Cairan,83.5
Kepala Susu (Krim),204.0,2.6,20.0,4.0,200g,198.1,181.5,353.0,Batasi,Normal / Seimbang,71.9
Kepiting,151.0,13.8,3.8,14.1,100g,364.3,246.3,50.1,Hindari,Tinggi Kalium & Tinggi Fosfor,66.8
Kerang,59.0,18.0,1.1,3.6,100g,379.2,276.8,71.3,Hindari,Tinggi Kalium & Tinggi Fosfor,75.8
Kerang asap mentah,393.0,38.9,13.3,29.4,100g,434.5,452.5,55.3,Hindari,Tinggi Kalium & Tinggi Fosfor,16.9
Kerang dendeng mentah,357.0,41.1,10.0,25.6,30g,500.7,585.6,658.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,21.8
Kerbau daging segar,79.0,18.7,0.5,0.0,100g,365.0,297.3,80.8,Hindari,Tinggi Kalium & Tinggi Fosfor,79.3
Keremes,475.0,1.6,25.5,64.4,200g,63.8,55.1,12.4,Aman,Rendah Kalium,7.0
Keribang ubi segar,137.0,1.3,1.1,29.8,100g,391.2,25.5,7.6,Hindari,Tinggi Kalium,66.3
Keripik bayam,586.0,4.9,40.6,50.2,100g,305.4,185.2,77.1,Hindari,Tinggi Kalium,2.8
Keripik gadung,446.0,2.8,14.5,76.0,100g,203.8,37.6,5.5,Batasi,Normal / Seimbang,5.2
Keripik kentang,448.0,2.7,18.8,67.1,100g,489.9,40.7,7.2,Hindari,Tinggi Kalium,9.9
Keripik lampung,485.0,1.7,22.2,69.7,100g,58.0,44.2,13.7,Aman,Rendah Kalium,4.9
Keripik oncom,598.0,8.3,43.8,42.6,100g,513.1,304.9,10.7,Hindari,Tinggi Kalium & Tinggi Fosfor,3.8
Keripik singkong,478.0,0.9,20.7,72.0,100g,506.6,33.8,4.4,Hindari,Tinggi Kalium,4.9
Keripik singkong berbumbu,481.0,2.2,19.7,73.6,100g,500.5,130.7,699.6,Hindari,Tinggi Kalium & Tinggi Natrium,3.0
Keripik tempe,581.0,12.1,40.6,41.7,100g,524.1,317.3,10.7,Hindari,Tinggi Kalium & Tinggi Fosfor,4.1
Keripik tempe abadi murni,542.0,40.3,42.4,11.6,100g,795.9,552.6,10.4,Hindari,Tinggi Kalium & Tinggi Fosfor,4.2
Keripik tempe abadi sedang,510.0,12.3,27.9,52.4,100g,559.7,325.3,8.1,Hindari,Tinggi Kalium & Tinggi Fosfor,5.9
Keripik tempe abadi telur,529.0,20.8,31.7,40.2,100g,611.1,404.3,11.1,Hindari,Tinggi Kalium & Tinggi Fosfor,5.8
Keripik ubi,486.0,0.2,23.9,67.6,100g,470.1,27.7,9.6,Hindari,Tinggi Kalium,6.8
Kerokot segar,26.0,1.7,0.4,3.8,100g,50.5,37.9,17.7,Batasi,Rendah Kalium & Tinggi Cairan,92.6
Kerupuk Aci,350.0,0.5,0.2,85.9,30g,95.0,134.3,565.3,Hindari,Rendah Kalium & Tinggi Natrium,8.0
Kerupuk cumi goreng,444.0,6.9,14.6,71.3,30g,308.4,279.2,804.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,5.7
Kerupuk Ikan berpati,342.0,16.0,0.4,65.6,30g,369.0,417.9,742.0,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,8.0
Kerupuk kemplang  (ikan) mentah,325.0,1.8,0.4,78.5,30g,332.1,303.0,777.7,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,8.0
Kerupuk kemplang goreng,504.0,5.6,28.1,57.1,30g,84.9,201.2,722.6,Hindari,Rendah Kalium & Tinggi Fosfor & Tinggi Natrium,7.7
Kerupuk kemplang panggang,356.0,9.7,1.1,76.9,30g,113.1,167.9,592.5,Hindari,Tinggi Natrium,8.0
Kerupuk Kulit kerbau,422.0,83.0,4.0,0.0,30g,339.0,524.6,864.8,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,8.0
Kerupuk Melinjo mentah,345.0,12.0,1.5,71.5,30g,120.9,211.5,743.9,Hindari,Tinggi Fosfor & Tinggi Natrium,8.0
Kerupuk Melinjo tebal goreng asin,431.0,11.1,16.2,63.0,30g,106.7,216.6,613.1,Hindari,Tinggi Fosfor & Tinggi Natrium,8.0
Kerupuk Melinjo tebal goreng manis,439.0,10.0,16.4,65.7,30g,110.9,177.5,663.0,Hindari,Tinggi Natrium,6.4
Kerupuk Melinjo tipis goreng,485.0,11.5,24.5,59.1,30g,114.5,146.3,600.8,Hindari,Tinggi Natrium,3.4
Kerupuk mie kuning goreng,476.0,0.1,21.1,71.3,150g,82.6,131.8,741.8,Hindari,Rendah Kalium & Tinggi Natrium,6.0
Kerupuk Sayong ,46.7,17.3,17.3,81.3,30g,146.5,258.1,500.8,Hindari,Tinggi Fosfor & Tinggi Natrium,0.0
Kerupuk Udang ,340.0,30.0,30.0,52.0,30g,430.2,490.8,503.0,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,0.0
Kerupuk Udang berpati,359.0,17.2,68.2,332.0,30g,334.0,357.0,836.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,0.0
Kerupuk udang goreng,477.0,4.7,20.5,68.5,30g,316.5,319.7,567.4,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,4.8
Kerupuk urat,588.0,53.7,40.9,1.2,30g,232.2,410.2,722.9,Hindari,Tinggi Fosfor & Tinggi Natrium,2.7
Kesemek,78.0,0.8,0.4,20.0,200g,67.4,35.7,6.7,Batasi,Rendah Kalium,77.3
Ketan hitam matang,181.0,4.0,1.2,37.3,100g,70.6,55.1,8.1,Aman,Rendah Kalium,56.0
Ketan putih matang,163.0,3.0,0.4,35.7,100g,62.1,51.3,11.8,Aman,Rendah Kalium,59.4
Ketapang ,340.0,11.0,11.0,54.0,100g,105.4,78.4,11.1,Aman,Normal / Seimbang,22.5
Ketela Pohon Kuning,157.0,0.8,0.3,37.9,100g,55.6,45.7,16.1,Aman,Rendah Kalium,59.5
Ketela singkong segar,154.0,1.0,0.3,36.8,100g,380.1,25.8,5.0,Hindari,Tinggi Kalium,60.4
Ketela pohon/singkong kukus,153.0,1.2,0.3,36.4,100g,409.3,30.1,5.1,Hindari,Tinggi Kalium,60.6
Ketimun,12.0,0.7,0.1,2.7,100g,122.2,24.1,8.4,Batasi,Tinggi Cairan,95.0
Ketimun madura segar,9.0,0.5,0.1,1.9,100g,133.1,24.4,8.4,Batasi,Tinggi Cairan,96.0
Ketoprak,153.0,7.9,7.7,13.0,100g,73.5,68.4,18.7,Aman,Rendah Kalium,69.9
Ketumbar,404.0,14.1,16.1,54.2,100g,126.8,88.1,15.3,Aman,Normal / Seimbang,14.1
Ketupat ketan,212.0,4.0,4.6,38.6,100g,80.9,43.8,15.3,Aman,Rendah Kalium,51.3
Ketupat Tahu ,109.6,2.6,2.6,18.6,100g,484.4,224.0,11.3,Hindari,Tinggi Kalium & Tinggi Fosfor,74.7
Kluwek,310.0,10.0,24.0,13.5,100g,93.5,82.2,14.2,Aman,Rendah Kalium,51.0
Kodok segar,73.0,16.4,0.3,0.0,100g,105.1,111.9,6.7,Batasi,Tinggi Cairan,81.8
Kokosan,86.0,1.6,0.2,13.0,100g,64.2,51.6,11.1,Batasi,Rendah Kalium & Tinggi Cairan,83.7
Komak polong segar,99.0,3.3,0.1,21.2,100g,64.7,37.6,14.1,Aman,Rendah Kalium,73.9
Kool Kembang,25.0,2.4,0.2,4.9,100g,59.9,45.3,16.5,Batasi,Rendah Kalium & Tinggi Cairan,91.0
Kool Merah kool putih,24.0,1.4,0.2,5.3,100g,49.3,45.8,7.9,Batasi,Rendah Kalium & Tinggi Cairan,91.6
Kopi bagian yang larut,352.0,17.4,1.3,69.0,200g,133.3,111.9,12.9,Batasi,Normal / Seimbang,10.8
Kopi bubuk instant,129.0,12.3,0.5,35.0,200g,99.1,159.1,612.9,Hindari,Rendah Kalium & Tinggi Natrium,50.7
Koro andong kering,356.0,20.5,4.1,61.6,100g,668.7,404.7,9.8,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Koro Benguk biji,332.0,24.0,3.0,55.0,100g,677.2,404.5,16.1,Hindari,Tinggi Kalium & Tinggi Fosfor,16.5
Koro Benguk tempe,141.0,10.2,1.3,23.2,100g,529.4,298.1,11.9,Hindari,Tinggi Kalium & Tinggi Fosfor,63.8
Koro Kerupuk biji,125.0,8.3,0.7,22.1,30g,485.7,364.8,653.6,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,8.0
Koro Loke biji,33.0,2.7,0.2,7.9,100g,464.1,263.9,12.7,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.7
Koro Roway biji,344.0,12.5,2.1,69.4,100g,551.0,327.5,16.9,Hindari,Tinggi Kalium & Tinggi Fosfor,14.5
Koro Wedus biji,338.0,22.2,1.5,61.0,100g,643.9,408.7,16.9,Hindari,Tinggi Kalium & Tinggi Fosfor,13.8
Koro Wedus buah muda,38.0,3.0,0.3,7.9,100g,419.1,257.0,18.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.3
Koro wedus polong,46.0,3.0,0.3,7.9,100g,430.9,244.6,17.7,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.3
Kotiu hinela tawang nggole,46.0,2.2,1.5,6.0,100g,53.4,53.5,21.5,Batasi,Rendah Kalium & Tinggi Cairan,88.8
Koya,366.0,4.2,4.3,77.5,100g,84.4,42.9,13.2,Aman,Rendah Kalium,12.5
Koya mirasa,370.0,8.0,1.0,82.2,100g,111.7,69.2,17.8,Aman,Normal / Seimbang,7.3
Kranji segar,315.0,2.1,1.4,73.5,100g,71.0,50.0,9.6,Aman,Rendah Kalium,21.5
Kripik Tempe Goreng ,542.0,40.3,42.4,11.5,100g,866.0,572.3,11.9,Hindari,Tinggi Kalium & Tinggi Fosfor,4.3
Krokot,21.0,1.7,0.4,3.8,100g,48.1,49.5,10.5,Batasi,Rendah Kalium & Tinggi Cairan,92.6
Kucai,45.0,2.2,0.3,10.3,100g,56.5,45.1,4.3,Batasi,Rendah Kalium & Tinggi Cairan,85.7
Kucai Muda (Lokio),42.0,3.8,0.6,7.8,100g,61.3,46.6,10.0,Batasi,Rendah Kalium & Tinggi Cairan,86.3
Kuda daging segar,113.0,18.1,4.1,0.9,100g,388.4,270.7,71.5,Hindari,Tinggi Kalium & Tinggi Fosfor,75.4
Kue ali,440.0,3.8,18.5,64.5,30g,81.9,49.9,15.2,Aman,Rendah Kalium,11.7
Kue Apem ,186.7,1.6,1.6,39.6,30g,69.2,46.8,15.9,Aman,Rendah Kalium,55.7
Kue bangket,338.0,1.5,1.2,80.3,30g,79.7,36.9,7.7,Aman,Rendah Kalium,15.5
Kue Bugis ,240.0,1.0,4.0,54.0,30g,63.5,63.1,17.0,Aman,Rendah Kalium,39.5
Kue jahe,425.0,1.6,8.8,84.6,30g,73.6,31.6,13.9,Aman,Rendah Kalium,3.5
Kue kelapa,591.0,5.6,42.1,47.5,30g,390.5,27.6,1.8,Hindari,Tinggi Kalium,3.3
Kue Koya ,366.0,4.2,4.3,7.9,30g,61.9,56.5,12.3,Batasi,Rendah Kalium & Tinggi Cairan,82.1
Kue lumpur,291.0,3.6,11.1,44.1,30g,57.5,49.4,8.6,Aman,Rendah Kalium,39.7
Kue mangkok ,182.0,1.0,1.0,40.4,30g,66.1,63.4,13.5,Aman,Rendah Kalium,56.1
Kue Pacar Cina ,126.7,0.7,0.7,57.3,30g,67.9,45.5,13.9,Aman,Rendah Kalium,39.8
Kue Pia ,296.0,1.4,1.4,66.4,30g,79.8,46.2,20.2,Aman,Rendah Kalium,29.3
Kue putu cangkir,304.0,5.3,7.0,54.9,30g,76.5,62.6,8.3,Aman,Rendah Kalium,31.3
Kue putu singkong,217.0,1.2,0.5,53.2,30g,469.6,26.7,7.2,Hindari,Tinggi Kalium,43.6
Kue Satu ,393.3,2.7,2.7,79.3,30g,83.8,55.0,15.7,Aman,Rendah Kalium,13.8
Kue Semprong ,380.0,1.0,1.0,92.0,30g,75.3,39.9,9.2,Aman,Rendah Kalium,4.5
Kue sus,221.0,7.5,10.2,24.8,30g,71.1,67.0,10.8,Aman,Rendah Kalium,56.0
Kue Talam ,180.0,5.0,5.0,32.0,30g,94.7,61.0,6.5,Aman,Rendah Kalium,56.5
Kue Tambang ,512.0,26.0,26.0,60.4,30g,155.6,160.2,20.4,Batasi,Normal / Seimbang,0.0
Kue thipan,247.0,2.9,4.2,49.5,30g,62.3,33.0,19.5,Aman,Rendah Kalium,41.9
Kulit melinjo,111.0,4.5,1.1,20.7,100g,72.1,48.3,14.1,Aman,Rendah Kalium,72.2
Kundur segar,22.0,0.4,0.2,4.7,100g,27.2,36.8,13.3,Batasi,Rendah Kalium & Tinggi Cairan,93.2
Kunyit,63.0,2.0,2.7,9.1,100g,63.0,35.9,12.3,Batasi,Rendah Kalium & Tinggi Cairan,84.7
Kura-kura,83.0,19.1,0.2,0.0,100g,104.4,123.0,8.4,Batasi,Normal / Seimbang,79.2
Kwaci,515.0,30.6,42.1,13.8,100g,154.4,164.7,14.6,Batasi,Normal / Seimbang,12.0
Kwark (Quark),242.0,19.0,17.0,3.0,100g,119.6,118.6,12.2,Batasi,Normal / Seimbang,59.5
Labu Air,17.0,0.6,0.2,3.8,100g,117.2,26.5,7.9,Batasi,Tinggi Cairan,93.9
Labu kuning segar,51.0,1.7,0.5,10.0,100g,173.4,28.2,10.9,Batasi,Tinggi Cairan,86.3
Labu Siam,26.0,0.6,0.1,6.7,100g,150.0,28.8,11.5,Batasi,Tinggi Cairan,91.1
Labu waluh segar,32.0,1.1,0.1,6.6,100g,142.4,31.5,7.9,Batasi,Tinggi Cairan,90.7
Laksa ,166.3,2.7,3.9,29.5,100g,76.0,55.9,9.5,Aman,Rendah Kalium,62.4
Lamtoro (pete cina) biji muda,85.0,5.7,0.3,15.4,100g,60.6,59.0,8.8,Batasi,Rendah Kalium,77.1
Lamtoro biji tua,148.0,10.6,0.5,26.2,100g,92.1,92.6,10.2,Aman,Rendah Kalium,61.2
Lamtoro tempe,142.0,11.0,2.5,20.4,100g,528.9,308.9,18.4,Hindari,Tinggi Kalium & Tinggi Fosfor,64.6
Lamtoro var. gung tanpa kulit,367.0,46.4,5.4,32.5,100g,202.4,238.9,12.8,Hindari,Tinggi Fosfor,14.2
Lamtoro var. lokal dengan kulit,336.0,23.8,1.2,59.7,100g,161.8,138.2,4.5,Batasi,Normal / Seimbang,13.8
Langsat,56.0,0.9,0.2,14.3,100g,58.8,34.0,7.2,Batasi,Rendah Kalium & Tinggi Cairan,83.1
Lantar segar,34.0,2.2,0.3,5.5,100g,49.9,43.4,9.6,Batasi,Rendah Kalium & Tinggi Cairan,90.5
Lanting getuk,422.0,0.9,10.8,80.4,100g,62.7,46.2,17.1,Aman,Rendah Kalium,6.4
Lapis legit,389.0,6.6,15.7,55.5,100g,95.5,55.6,11.2,Aman,Rendah Kalium,20.7
Lawar babi masakan,174.0,17.0,10.0,3.0,100g,353.4,284.7,70.3,Hindari,Tinggi Kalium & Tinggi Fosfor,68.5
Lawar penyu masakan,141.0,23.0,1.5,7.6,100g,122.7,139.2,13.8,Batasi,Normal / Seimbang,66.4
Lawara jangang masakan,159.0,5.0,10.9,10.1,100g,78.2,63.1,15.2,Aman,Rendah Kalium,72.5
Lawara penjah masakan,207.0,7.4,15.4,9.6,100g,75.4,79.6,13.6,Aman,Rendah Kalium,66.1
Ledre pisang,405.0,4.8,5.1,84.9,100g,410.5,28.2,2.6,Hindari,Tinggi Kalium,3.7
Lema/ Rebung asam,15.0,1.0,0.4,1.9,100g,45.7,35.7,13.2,Batasi,Rendah Kalium & Tinggi Cairan,95.2
Lemak Babi,902.0,0.0,100.0,0.0,100g,269.3,152.4,67.5,Batasi,Normal / Seimbang,0.0
Lemak Babi (Bacon),630.0,9.1,65.0,1.1,100g,344.0,231.1,66.5,Hindari,Tinggi Kalium & Tinggi Fosfor,23.3
Lemak ikan,372.0,12.0,29.4,14.4,100g,344.8,227.6,68.2,Hindari,Tinggi Kalium & Tinggi Fosfor,42.7
Lemak Kerbau,818.0,1.5,90.0,0.0,100g,64.7,40.0,8.6,Aman,Rendah Kalium,7.0
Lemon segar,34.0,0.5,0.8,6.2,100g,44.0,28.5,8.9,Batasi,Rendah Kalium & Tinggi Cairan,91.0
Lemon Squasih,36.0,0.0,0.0,10.0,100g,46.0,23.8,12.1,Batasi,Rendah Kalium & Tinggi Cairan,88.5
Lemonade,30.0,0.0,0.0,8.0,100g,55.4,27.7,18.1,Batasi,Rendah Kalium & Tinggi Cairan,90.5
Lemper ,221.3,3.8,3.6,43.4,100g,79.7,60.3,9.4,Aman,Rendah Kalium,47.7
